20230124	15:00:35	8461e51f-9b86-493d-a965-2ff9ebe0fce2	GET	undefined	/
20230124	15:00:35	34df4ee1-7d1f-4e7e-8a4f-6f46c9273f32	GET	undefined	/css/style.css
20230124	15:02:37	12c1b3ac-7202-460c-b303-adab8072ccfd	GET	 undefined	 /
20230124	15:02:37	c87f79ea-e688-40b1-9db5-c816a9df3b7a	GET	 undefined	 /css/style.css
20230124	15:06:39	c077246b-0767-4201-b681-c599e5c03f84	GET	 undefined	 /
20230124	15:06:39	d8c620e9-769f-4d34-b52b-e1bf099506b0	GET	 undefined	 /css/style.css
20230124	15:07:48	8bac7529-d187-4656-94a2-5cab4e02f4f6	GET	 chrome-extension://laookkfknpbbblfpciffpaejjkokdgca	 /
20230124	16:51:29	379c6eca-d567-40b4-82a1-9b03e0ffcc51	GET	 chrome-extension://laookkfknpbbblfpciffpaejjkokdgca	 /
20230124	16:52:14	f79f146e-3208-47c3-9c84-b86bfff09e0b	GET	 undefined	 /
20230124	16:52:14	77dc14aa-b1f4-4c12-83a9-b5ea6d5c1240	GET	 undefined	 /css/style.css
20230124	16:52:16	c4a7062e-8d57-47f8-be43-97208968ec6d	GET	 undefined	 /
20230124	16:52:16	7bed52dc-5ddf-48e7-b937-8d5bcd285c33	GET	 undefined	 /css/style.css
20230124	16:53:15	e24a7520-780c-4fc1-b375-c83de8218201	OPTIONS	 https://www.google.com	 /
20230124	16:53:15	9193f201-65c4-403d-8c51-4253299920f1	GET	 https://www.google.com	 /
20230124	16:53:57	f773a88a-7dfd-4352-a55b-626dee92dd84	OPTIONS	 https://www.google.com	 /
20230124	16:53:57	3b25eea2-0c4b-4682-adbf-9c924449c9df	GET	 https://www.google.com	 /
20230124	16:54:35	074b3242-1830-4dbd-b39d-59a5a71d1f2f	OPTIONS	 https://www.google.com	 /
20230124	16:54:35	e6828c09-f7ec-4625-8cfe-1911759c4518	GET	 https://www.google.com	 /
20230124	16:57:53	b5f66eee-12cb-498b-bb54-075cc4dca1fe	GET	 undefined	 /vea
20230124	17:07:38	383e0a1e-ac12-44d5-83b0-a7065c85d606	GET	 undefined	 /
20230124	17:07:39	3d4d36e0-a4ec-4705-90da-5cfc7c969b3f	GET	 undefined	 /css/style.css
20230124	17:07:44	fadfd278-2131-40b9-b1a1-3e6a14739ba7	GET	 undefined	 /new-page
20230124	17:48:37	c40b7411-6b07-4cda-bdca-4cca0d1a89b9	GET	 undefined	 /index
20230124	17:48:37	d84d0581-36b1-4af2-b1fd-2a71e4c65e1d	GET	 undefined	 /css/style.css
20230124	17:48:41	9118f461-37e1-48bc-8d11-1d583facdcdb	GET	 undefined	 /
